Month,Scheduled Operator,Country to/from,Passengers In,Freight In,Mail In,Passengers Out,Freight Out,Mail Out,Year
Sep019,China Southern Airlines,China,"42,619","1,667.8",141.6,"43,593","1,061.2",28.8,2019
Sep019,Delta Air Lines,USA,"8,002",229.6,13.4,"7,733",344.7,0.0,2019
Sep019,Donghai Airlines,China,307,0.1,0.0,230,5.7,0.0,2019
Sep019,Emirates,Hong Kong (SAR),..,..,..,..,213.4,0.0,2019
Sep019,Emirates,New Zealand,"5,190",229.2,0.0,"6,607",113.6,0.0,2019
Sep019,Emirates,Singapore,"8,246",1.3,0.3,"7,208",260.4,1.4,2019
Sep019,Emirates,United Arab Emirates,"115,123","3,154.8",43.3,"109,945","2,960.1",68.7,2019
Sep019,Emirates,USA,..,329.9,0.0,..,..,..,2019
Sep019,Etihad Airways,United Arab Emirates,"51,182",748.5,23.9,"48,843",929.3,52.0,2019
Sep019,Eva Air,Taiwan,"4,448",198.7,1.9,"4,620",87.2,0.0,2019
Sep019,Federal Express Corporation,China,..,..,..,..,"1,987.7",0.0,2019
Sep019,Federal Express Corporation,Singapore,..,879.5,0.0,..,..,..,2019
Sep019,Federal Express Corporation,USA,..,"1,160.9",0.0,..,..,..,2019
Sep019,Fiji Airways,Fiji,"17,838",286.9,0.0,"20,385",149.3,6.6,2019
Sep019,Garuda Indonesia,Indonesia,"26,064",623.0,146.6,"27,775",195.7,0.0,2019
Sep019,Hainan Airlines,China,"7,994",319.7,0.0,"9,760",79.0,0.0,2019
Sep019,Hawaiian Airlines,USA,"9,534",150.6,0.0,"11,333",233.9,0.0,2019
Sep019,Indonesia AirAsia,Indonesia,"14,296",7.1,0.0,"14,209",0.2,0.0,2019
Sep019,Japan Airlines,Japan,"8,810",463.4,74.7,"11,070",484.7,0.3,2019
Sep019,Jetstar,Fiji,"3,657",1.1,0.0,"3,848",1.3,0.0,2019
Sep019,Jetstar,Indonesia,"68,433",370.6,0.8,"68,101",16.3,0.9,2019
Sep019,Jetstar,Japan,"16,471",104.7,10.1,"17,810",5.8,0.0,2019
Sep019,Jetstar,New Zealand,"33,802",5.3,0.0,"34,733",10.5,0.0,2019
Sep019,Jetstar,Singapore,"2,282",27.0,0.2,"1,986",16.0,0.0,2019
Sep019,Jetstar,Thailand,"12,178",178.4,1.5,"12,596",38.1,2.6,2019
Sep019,Jetstar,USA,"13,642",113.1,4.4,"14,381",40.7,3.9,2019
Sep019,Jetstar,Vietnam,"8,202",196.9,0.0,"7,659",35.7,0.0,2019
Sep019,Jetstar Asia,Singapore,"3,186",4.9,0.0,"3,047",0.6,0.0,2019
Sep019,Korean Air,Korea,"10,626",109.3,120.3,"10,819",206.6,5.7,2019
Sep019,LATAM Airlines,Chile,"5,661",160.7,0.0,"5,605",252.8,52.7,2019
Sep019,LATAM Airlines,New Zealand,"2,972",20.2,0.0,"3,177",94.1,1.6,2019
Sep019,Malaysia Airlines,Malaysia,"48,006","1,863.3",37.9,"48,091","1,782.1",0.0,2019
Sep019,Malindo Air,Indonesia,"11,752",0.0,0.0,"12,313",0.0,0.0,2019
Sep019,Malindo Air,Malaysia,"8,323",0.0,0.0,"8,123",0.0,0.0,2019
Sep019,Nauru Airlines,Nauru,535,2.2,0.1,358,77.3,0.0,2019
Sep019,Nauru Airlines,Solomon Islands,370,2.1,0.0,382,7.6,0.0,2019
Sep019,Pacific Air Express,Papua New Guinea,..,..,..,..,38.6,0.0,2019
Sep019,Pacific Air Express,Solomon Islands,..,..,..,..,0.1,0.0,2019
Sep019,Philippine Airlines,Philippines,"12,102",148.9,0.0,"14,166",366.6,0.0,2019
Sep019,Polar Air Cargo,China,..,..,..,..,121.7,0.0,2019
Sep019,Polar Air Cargo,Japan,..,348.2,0.0,..,73.9,0.0,2019
Sep019,Polar Air Cargo,USA,..,356.1,0.0,..,..,..,2019
Sep019,Qantas Airways,Chile,"4,484",37.7,0.0,"4,562",2.1,1.6,2019
Sep019,Qantas Airways,China,"10,530",277.0,59.8,"11,573",631.0,23.0,2019
Sep019,Qantas Airways,Fiji,"2,350",0.3,0.0,"2,424",0.6,1.7,2019
Sep019,Qantas Airways,Hong Kong (SAR),"22,196","1,153.9",50.2,"24,632",647.4,29.8,2019
Sep019,Qantas Airways,Indonesia,"14,664",201.1,0.5,"14,275",76.0,0.9,2019
Sep019,Qantas Airways,Japan,"25,511",425.8,53.1,"29,357",247.1,52.3,2019
Sep019,Qantas Airways,Macau,..,..,..,..,12.1,0.0,2019
Sep019,Qantas Airways,New Caledonia,"3,028",0.8,0.4,"3,141",1.2,3.1,2019
Sep019,Qantas Airways,New Zealand,"66,313",719.9,1.9,"73,039","1,593.9",198.9,2019
Sep019,Qantas Airways,Papua New Guinea,"4,403",0.0,0.0,"4,451",5.9,4.9,2019
Sep019,Qantas Airways,Philippines,"5,879",164.2,0.0,"5,517",104.8,2.6,2019
Sep019,Qantas Airways,Singapore,"46,292","1,041.5",43.0,"45,957",978.9,118.6,2019
Sep019,Qantas Airways,South Africa,"7,181",148.7,0.7,"6,163",16.2,2.8,2019
Sep019,Qantas Airways,Thailand,"7,069",179.3,1.9,"6,991",68.7,18.8,2019
Sep019,Qantas Airways,UK,"12,254",225.9,7.2,"12,547",8.9,52.4,2019
Sep019,Qantas Airways,USA,"58,726","1,652.0",81.4,"61,388",149.2,187.1,2019
Sep019,Qatar Airways,Qatar,"57,628","1,036.0",90.4,"57,742","1,868.7",10.4,2019
Sep019,Royal Brunei Airlines,Brunei,"6,569",181.1,0.1,"7,020",381.2,0.0,2019
Sep019,Samoa Airways,Western Samoa,"1,905",1.3,0.0,"1,871",2.2,0.0,2019
Sep019,Scoot Tigerair,Singapore,"28,729",68.2,0.0,"28,918",60.2,0.0,2019
Sep019,Sichuan Airlines,China,"3,864",80.4,0.0,"4,526",106.1,0.0,2019
Sep019,Silk Air,Singapore,"7,485",20.2,0.0,"6,811",6.9,0.0,2019
Sep019,Singapore Airlines,New Zealand,"1,791",276.4,0.0,"1,229",542.3,0.0,2019
Sep019,Singapore Airlines,Singapore,"148,278","7,027.2",327.0,"145,450","7,033.5",0.0,2019
Sep019,Solomon Airlines,Solomon Islands,"1,720",5.0,0.0,"1,869",22.1,0.0,2019
Sep019,South African Airways,South Africa,"6,301",84.2,0.0,"6,654",233.6,0.0,2019
Sep019,SriLankan Airlines,Sri Lanka,"7,776",250.5,0.1,"7,307",191.1,0.0,2019
Sep019,Tasman Cargo Airlines,New Zealand,..,547.2,0.0,..,673.0,0.0,2019
Sep019,Thai AirAsia X,Thailand,"2,430",16.5,0.0,"2,564",1.0,0.0,2019
Sep019,Thai Airways International,Thailand,"34,112","1,240.8",62.2,"35,862","1,592.5",2.3,2019
Sep019,Tianjin Airlines,China,"1,551",86.0,0.0,"1,963",69.1,0.0,2019
Sep019,United Airlines,USA,"18,082",359.3,166.7,"18,999",926.7,0.9,2019
Sep019,United Parcel Service,China,..,..,..,..,347.5,0.0,2019
Sep019,United Parcel Service,Korea,..,..,..,..,235.6,0.0,2019
Sep019,United Parcel Service,Singapore,..,..,..,..,218.0,0.0,2019
Sep019,United Parcel Service,USA,..,"1,175.1",0.0,..,..,..,2019
Sep019,Vietnam Airlines,Vietnam,"14,769",818.2,0.0,"15,846",468.4,0.0,2019
Sep019,Virgin Australia,Fiji,"12,561",23.4,0.0,"12,451",64.5,0.0,2019
Sep019,Virgin Australia,Hong Kong (SAR),"7,391",404.6,0.0,"7,522",283.2,0.0,2019
Sep019,Virgin Australia,Indonesia,"15,709",25.3,0.0,"14,799",0.3,0.0,2019
Sep019,Virgin Australia,New Zealand,"52,761",23.7,0.0,"58,535",41.5,0.0,2019
Sep019,Virgin Australia,Papua New Guinea,"1,156",0.0,0.0,"1,248",6.8,0.0,2019
Sep019,Virgin Australia,Solomon Islands,500,0.0,0.0,592,12.1,0.0,2019
Sep019,Virgin Australia,Tonga,"1,012",1.3,0.0,"1,164",0.2,0.0,2019
Sep019,Virgin Australia,USA,"19,138",433.5,0.0,"19,244",629.7,0.0,2019
Sep019,Virgin Australia,Vanuatu,"2,329",1.2,0.0,"2,461",6.2,0.0,2019
Sep019,Virgin Australia,Western Samoa,"1,842",0.6,0.0,"1,789",0.3,0.0,2019
Sep019,Xiamen Airlines,China,"8,859",504.0,12.2,"9,187",540.2,0.0,2019
Oct019,Air Caledonie International,New Caledonia,"5,962",5.5,0.4,"5,901",93.0,10.9,2019
Oct019,Air Canada,Canada,"17,104",391.3,9.8,"11,799",221.0,32.5,2019
Oct019,Air Chathams,New Zealand,124,0.5,0.0,138,0.0,0.0,2019
Oct019,Air China,China,"12,003",143.9,21.7,"14,687",319.3,3.8,2019
Oct019,Air India,India,"8,121",146.5,2.0,"7,491",134.1,0.0,2019
Oct019,Air Mauritius,Mauritius,"2,434",48.2,0.2,"2,034",47.7,0.0,2019
Oct019,Air New Zealand,Cook Islands,"1,025",0.3,0.0,"1,096",7.3,0.0,2019
Oct019,Air New Zealand,New Zealand,"122,048","2,023.3",175.9,"123,354","2,379.8",5.1,2019
Oct019,Air Niugini,Papua New Guinea,"6,578",47.3,0.0,"5,925",286.6,0.0,2019
Oct019,Air Vanuatu,Vanuatu,"7,857",5.0,2.1,"6,745",27.5,4.6,2019
Oct019,AirAsia X,Malaysia,"50,097","1,002.9",0.0,"39,247","1,037.9",0.0,2019
Oct019,All Nippon Airways,Japan,"11,060",510.2,18.0,"10,267",535.7,0.0,2019
Oct019,American Airlines,USA,"7,281",17.4,10.3,"6,096",195.7,0.0,2019
Oct019,Asiana Airlines,Korea,"8,687",145.5,17.6,"8,099",192.0,0.0,2019
Oct019,Batik Air Indonesia,Indonesia,"4,954",0.0,0.0,"4,032",0.0,0.0,2019
Oct019,Beijing Capital Airlines,China,"4,882",234.9,0.0,"3,801",79.8,0.0,2019
Oct019,British Airways,Singapore,"3,570",22.2,1.1,"2,369",249.9,0.0,2019
Oct019,British Airways,UK,"5,099",326.7,17.9,"3,821",65.3,0.1,2019
Oct019,Cathay Pacific Airways,Hong Kong (SAR),"90,928","3,456.4",174.3,"74,833","3,543.4",1.3,2019
Oct019,Cebu Pacific Air,Philippines,"13,064",350.3,0.0,"10,243",156.0,0.0,2019
Oct019,China Airlines,New Zealand,"5,510",40.5,0.3,"5,362",57.1,0.0,2019
Oct019,China Airlines,Taiwan,"18,235",506.8,66.4,"17,417",873.5,1.6,2019
Oct019,China Eastern Airlines,China,"38,057","1,315.9",42.5,"35,441","1,697.1",0.0,2019
Oct019,China Southern Airlines,China,"46,531","1,701.1",118.3,"45,043","1,173.5",31.3,2019
Oct019,Delta Air Lines,USA,"8,270",135.4,30.9,"6,677",453.8,0.0,2019
Oct019,Donghai Airlines,China,309,0.2,0.0,337,4.7,0.0,2019
Oct019,Emirates,Hong Kong (SAR),..,..,..,..,217.7,0.0,2019
Oct019,Emirates,New Zealand,"9,023",208.5,0.0,"8,671",91.8,0.0,2019
Oct019,Emirates,Singapore,"8,936",2.4,0.0,"4,736",290.7,0.0,2019
Oct019,Emirates,United Arab Emirates,"126,110","3,291.7",45.3,"68,829","3,397.4",72.8,2019
Oct019,Emirates,USA,..,402.6,0.0,..,..,..,2019
Oct019,Etihad Airways,United Arab Emirates,"54,175",854.1,26.3,"33,853","1,256.1",52.9,2019
Oct019,Eva Air,Taiwan,"5,372",253.4,1.6,"4,514",74.1,0.0,2019
Oct019,Federal Express Corporation,China,..,..,..,..,"1,913.2",0.0,2019
Oct019,Federal Express Corporation,Singapore,..,"1,071.3",0.0,..,..,..,2019
Oct019,Federal Express Corporation,USA,..,"1,188.8",0.0,..,..,..,2019
Oct019,Fiji Airways,Fiji,"23,534",273.1,0.0,"21,793",225.9,7.6,2019
Oct019,Garuda Indonesia,Indonesia,"26,896",501.5,102.3,"24,344",202.9,0.0,2019
Oct019,Hainan Airlines,China,"10,920",310.3,0.0,"9,374",98.9,0.0,2019
Oct019,Hawaiian Airlines,USA,"11,855",172.3,0.0,"10,974",214.5,0.0,2019
Oct019,Indonesia AirAsia,Indonesia,"15,342",9.8,0.0,"14,150",4.0,0.0,2019
Oct019,Japan Airlines,Japan,"10,712",460.8,85.3,"10,528",651.1,0.4,2019
Oct019,Jetstar,Fiji,"3,915",0.8,0.0,"3,447",1.2,0.0,2019
Oct019,Jetstar,Indonesia,"70,398",413.3,1.1,"66,038",10.4,0.8,2019
Oct019,Jetstar,Japan,"19,376",130.0,11.4,"14,768",7.5,0.0,2019
Oct019,Jetstar,New Zealand,"35,737",6.5,0.0,"35,582",13.6,0.0,2019
Oct019,Jetstar,Singapore,"2,609",38.0,0.2,"1,763",12.5,0.0,2019
Oct019,Jetstar,Thailand,"14,147",225.6,1.9,"12,737",50.9,2.8,2019
Oct019,Jetstar,USA,"12,894",57.0,5.5,"10,690",54.9,2.7,2019
Oct019,Jetstar,Vietnam,"8,344",238.2,0.0,"7,262",19.5,0.0,2019
Oct019,Jetstar Asia,Singapore,"3,401",3.4,0.0,"2,612",0.4,0.0,2019
Oct019,Korean Air,Korea,"13,023",121.8,121.7,"11,292",233.2,5.8,2019
Oct019,LATAM Airlines,Chile,"4,662",109.5,0.0,"4,323",181.2,54.7,2019
Oct019,LATAM Airlines,New Zealand,"3,183",27.6,0.0,"3,113",92.4,2.7,2019
Oct019,Malaysia Airlines,Malaysia,"53,012","2,059.6",37.2,"44,081","2,019.3",0.0,2019
Oct019,Malindo Air,Indonesia,"12,205",0.0,0.0,"11,723",0.0,0.0,2019
Oct019,Malindo Air,Malaysia,"10,133",0.0,0.0,"7,469",0.0,0.0,2019
Oct019,Nauru Airlines,Nauru,776,4.7,0.0,779,98.9,0.8,2019
Oct019,Pacific Air Express,Papua New Guinea,..,2.9,0.0,..,42.3,0.0,2019
Oct019,Philippine Airlines,Philippines,"15,512",121.7,0.0,"13,525",286.2,0.0,2019
Oct019,Polar Air Cargo,China,..,..,..,..,203.2,0.0,2019
Oct019,Polar Air Cargo,Japan,..,403.7,0.0,..,95.3,0.0,2019
Oct019,Polar Air Cargo,Korea,..,..,..,..,3.5,0.0,2019
Oct019,Polar Air Cargo,Taiwan,..,..,..,..,12.3,0.0,2019
Oct019,Polar Air Cargo,USA,..,306.9,0.0,..,..,..,2019
Oct019,Qantas Airways,Chile,"6,038",29.6,0.0,"5,829",1.2,1.9,2019
Oct019,Qantas Airways,China,"11,971",385.6,58.9,"11,146",656.5,22.1,2019
Oct019,Qantas Airways,Fiji,"2,536",0.0,0.0,"2,189",0.8,1.2,2019
Oct019,Qantas Airways,Hong Kong (SAR),"26,198","1,158.6",50.7,"23,164",686.5,32.1,2019
Oct019,Qantas Airways,Indonesia,"16,487",234.5,0.7,"14,677",79.4,1.2,2019
Oct019,Qantas Airways,Japan,"29,221",403.0,56.3,"26,108",266.4,58.5,2019
Oct019,Qantas Airways,Malaysia,..,..,..,..,113.2,0.0,2019
Oct019,Qantas Airways,New Caledonia,"3,363",1.0,0.5,"2,908",0.8,2.9,2019
Oct019,Qantas Airways,New Zealand,"79,964",716.2,2.5,"83,732","1,532.6",227.8,2019
Oct019,Qantas Airways,Papua New Guinea,"4,756",0.0,0.0,"4,034",4.5,5.8,2019
Oct019,Qantas Airways,Philippines,"6,350",133.7,0.0,"5,783",143.4,3.2,2019
Oct019,Qantas Airways,Singapore,"49,387","1,035.3",43.1,"41,773",906.8,143.1,2019
Oct019,Qantas Airways,South Africa,"6,327",154.7,1.6,"6,077",20.5,2.7,2019
Oct019,Qantas Airways,Thailand,"7,753",187.9,2.4,"6,598",55.8,21.0,2019
Oct019,Qantas Airways,UK,"12,345",249.3,6.6,"10,980",15.4,56.3,2019
Oct019,Qantas Airways,USA,"60,117","1,955.8",89.6,"54,864",178.5,223.1,2019
Oct019,Qatar Airways,Qatar,"58,766","1,167.4",97.5,"40,604","2,529.7",2.6,2019
Oct019,Royal Brunei Airlines,Brunei,"7,833",196.4,0.0,"5,678",268.5,0.0,2019
Oct019,Samoa Airways,Western Samoa,"1,947",1.3,0.0,"1,633",2.6,0.2,2019
Oct019,Scoot Tigerair,Singapore,"34,260",105.2,0.0,"28,980",97.2,0.0,2019
Oct019,Sichuan Airlines,China,"5,151",101.9,0.0,"4,510",106.6,0.0,2019
Oct019,Silk Air,Singapore,"8,325",15.6,0.0,"7,340",7.7,0.0,2019
Oct019,Singapore Airlines,New Zealand,"2,710",178.6,0.0,"1,384",533.7,0.0,2019
Oct019,Singapore Airlines,Singapore,"162,332","7,639.7",349.1,"140,385","8,165.9",0.0,2019
Oct019,Solomon Airlines,Solomon Islands,"1,913",4.7,0.0,"1,640",33.7,0.0,2019
Oct019,South African Airways,South Africa,"6,696",88.6,0.0,"4,996",286.5,0.0,2019
Oct019,SriLankan Airlines,Sri Lanka,"8,327",240.9,0.0,"6,576",284.9,0.0,2019
Oct019,Tasman Cargo Airlines,New Zealand,..,586.9,0.0,..,763.7,0.0,2019
Oct019,Thai AirAsia X,Thailand,"3,345",35.8,0.0,"2,581",2.0,0.0,2019
Oct019,Thai Airways International,Thailand,"38,420","1,178.0",62.3,"36,259","1,492.6",2.9,2019
Oct019,Tianjin Airlines,China,"2,034",89.5,0.0,"1,239",49.0,0.0,2019
Oct019,United Airlines,USA,"20,013",425.4,186.6,"16,362",992.7,0.0,2019
Oct019,United Parcel Service,China,..,..,..,..,361.2,0.0,2019
Oct019,United Parcel Service,Korea,..,..,..,..,66.3,0.0,2019
Oct019,United Parcel Service,Singapore,..,..,..,..,239.9,0.0,2019
Oct019,United Parcel Service,USA,..,"1,325.9",0.0,..,22.1,0.0,2019
Oct019,Vietnam Airlines,Vietnam,"16,588",808.5,0.0,"13,498",450.9,0.0,2019
Oct019,Virgin Australia,Fiji,"12,445",13.3,0.0,"12,002",48.1,0.0,2019
Oct019,Virgin Australia,Hong Kong (SAR),"10,670",506.9,0.0,"9,026",365.1,0.0,2019
Oct019,Virgin Australia,Indonesia,"16,314",27.3,0.0,"14,034",0.1,0.0,2019
Oct019,Virgin Australia,New Zealand,"59,026",29.0,0.0,"61,373",59.9,0.0,2019
Oct019,Virgin Australia,Papua New Guinea,"1,299",0.0,0.0,"1,169",5.8,0.0,2019
Oct019,Virgin Australia,Solomon Islands,668,0.0,0.0,695,12.0,0.0,2019
Oct019,Virgin Australia,Tonga,"1,186",1.6,0.0,"1,113",0.5,0.0,2019
Oct019,Virgin Australia,USA,"23,821",530.5,0.0,"20,106",814.7,0.0,2019
Oct019,Virgin Australia,Vanuatu,"2,361",2.0,0.0,"2,098",6.1,0.0,2019
Oct019,Virgin Australia,Western Samoa,"1,815",0.7,0.0,"1,599",0.6,0.0,2019
Oct019,Xiamen Airlines,China,"9,759",549.0,20.7,"8,367",552.7,0.0,2019
Nov019,Air Caledonie International,New Caledonia,"5,233",2.8,0.6,"5,542",87.7,7.5,2019
Nov019,Air Canada,Canada,"14,694",354.9,14.4,"14,857",409.7,27.4,2019
Nov019,Air Chathams,New Zealand,166,1.0,0.0,137,0.0,0.0,2019
Nov019,Air China,China,"16,089",264.4,25.4,"20,320",618.9,2.0,2019
Nov019,Air India,India,"7,051",197.3,16.0,"7,790",169.0,0.0,2019
Nov019,Air Mauritius,Mauritius,"2,028",28.6,0.3,"1,786",58.7,0.0,2019
Nov019,Air New Zealand,Cook Islands,"1,204",0.0,0.0,"1,369",6.6,0.0,2019
Nov019,Air New Zealand,New Zealand,"119,682","2,233.2",199.8,"123,412","3,013.6",18.5,2019
Nov019,Air Niugini,Papua New Guinea,"5,917",47.1,0.0,"6,231",350.6,0.0,2019
Nov019,Air Vanuatu,Vanuatu,"5,930",2.7,2.3,"5,491",33.1,5.6,2019
Nov019,AirAsia X,Malaysia,"37,283",732.3,0.0,"38,393","1,338.3",0.0,2019
Nov019,All Nippon Airways,Japan,"10,294",552.3,2.2,"10,175",684.7,0.0,2019
Nov019,American Airlines,USA,"6,976",24.2,15.1,"6,145",185.8,0.0,2019
Nov019,Asiana Airlines,Korea,"11,033",164.9,17.5,"10,029",169.6,0.0,2019
Nov019,Batik Air Indonesia,Indonesia,"3,163",0.0,0.0,"2,449",0.0,0.0,2019
Nov019,Beijing Capital Airlines,China,"3,734",264.4,0.0,"4,342",121.5,0.0,2019
Nov019,British Airways,Singapore,"3,377",12.8,0.0,"3,298",228.9,0.0,2019
Nov019,British Airways,UK,"4,871",294.8,17.7,"4,322",61.8,0.3,2019
Nov019,Cathay Pacific Airways,Hong Kong (SAR),"71,012","3,167.1",276.1,"74,429","3,185.7",1.3,2019
Nov019,Cebu Pacific Air,Philippines,"9,493",371.1,0.0,"9,832",501.5,0.0,2019
Nov019,China Airlines,New Zealand,"4,716",69.1,0.0,"5,213",126.0,0.0,2019
Nov019,China Airlines,Taiwan,"14,836",472.9,58.5,"17,974",904.5,2.6,2019
Nov019,China Eastern Airlines,China,"37,204","1,244.9",66.9,"41,974","2,232.5",0.0,2019
Nov019,China Southern Airlines,China,"52,067","2,139.6",109.8,"53,318","1,494.2",29.5,2019
Nov019,Citilink Indonesia,Indonesia,"1,043",8.6,0.0,"1,248",8.1,0.0,2019
Nov019,Delta Air Lines,USA,"8,174",218.1,44.4,"7,134",359.2,0.0,2019
Nov019,Donghai Airlines,China,153,0.1,0.0,176,4.9,0.0,2019
Nov019,Emirates,Hong Kong (SAR),..,..,..,..,104.4,0.0,2019
Nov019,Emirates,New Zealand,"7,837",196.4,0.0,"10,453",110.0,0.0,2019
Nov019,Emirates,Singapore,"8,719",16.0,0.4,"6,682",407.6,14.7,2019
Nov019,Emirates,United Arab Emirates,"85,334","3,334.4",59.9,"80,204","3,586.8",98.9,2019
Nov019,Emirates,USA,..,313.0,0.0,..,..,..,2019
Nov019,Etihad Airways,United Arab Emirates,"37,582",877.2,27.8,"38,975","1,236.9",43.7,2019
Nov019,Eva Air,Taiwan,"4,054",260.5,1.7,"4,562",164.5,0.0,2019
Nov019,Federal Express Corporation,China,..,..,..,..,"2,156.8",0.0,2019
Nov019,Federal Express Corporation,Singapore,..,"1,070.9",0.0,..,..,..,2019
Nov019,Federal Express Corporation,USA,..,"1,222.5",0.0,..,..,..,2019
Nov019,Fiji Airways,Fiji,"22,180",282.4,0.1,"21,109",228.7,7.2,2019
Nov019,Garuda Indonesia,Indonesia,"21,756",420.2,77.9,"21,507",373.7,0.0,2019
Nov019,Hainan Airlines,China,"6,033",366.5,0.0,"8,537",128.9,0.0,2019
Nov019,Hawaiian Airlines,USA,"8,335",167.4,0.0,"8,716",171.8,0.0,2019
Nov019,Indonesia AirAsia,Indonesia,"13,880",8.6,0.0,"12,864",0.0,0.0,2019
Nov019,Japan Airlines,Japan,"10,782",526.5,162.8,"11,081",639.1,0.3,2019
Nov019,Jetstar,Fiji,"2,757",0.7,0.0,"2,522",1.0,0.0,2019
Nov019,Jetstar,Indonesia,"65,514",537.8,1.4,"63,556",19.1,1.0,2019
Nov019,Jetstar,Japan,"17,665",196.6,16.4,"17,742",140.1,0.0,2019
Nov019,Jetstar,New Zealand,"32,874",3.2,0.0,"35,277",10.2,0.0,2019
Nov019,Jetstar,Singapore,"2,398",43.3,0.5,"2,408",21.8,0.0,2019
Nov019,Jetstar,Thailand,"12,043",251.4,0.7,"11,829",67.2,2.3,2019
Nov019,Jetstar,USA,"8,028",38.3,3.1,"7,177",35.5,2.4,2019
Nov019,Jetstar,Vietnam,"7,745",243.1,0.0,"7,897",36.7,0.0,2019
Nov019,Jetstar Asia,Singapore,"2,874",2.0,0.0,"2,986",0.2,0.0,2019
Nov019,Korean Air,Korea,"15,114",201.7,125.1,"14,018",434.6,6.2,2019
Nov019,LATAM Airlines,Chile,"6,360",117.1,0.0,"5,739",230.7,48.5,2019
Nov019,LATAM Airlines,New Zealand,"2,305",18.2,0.0,"2,621",67.7,0.0,2019
Nov019,Malaysia Airlines,Malaysia,"47,545","2,048.4",43.7,"47,438","2,201.7",0.0,2019
Nov019,Malindo Air,Indonesia,"10,086",0.0,0.0,"9,912",0.0,0.0,2019
Nov019,Malindo Air,Malaysia,"8,100",0.0,0.0,"7,839",0.0,0.0,2019
Nov019,Nauru Airlines,Nauru,557,10.4,0.1,610,28.2,1.2,2019
Nov019,Pacific Air Express,Papua New Guinea,..,..,..,..,24.9,0.0,2019
Nov019,Philippine Airlines,Philippines,"13,379",141.0,1.1,"15,107",475.9,0.0,2019
Nov019,Polar Air Cargo,China,..,..,..,..,137.2,0.0,2019
Nov019,Polar Air Cargo,Japan,..,412.0,0.0,..,32.1,0.0,2019
Nov019,Polar Air Cargo,Taiwan,..,..,..,..,24.8,0.0,2019
Nov019,Polar Air Cargo,USA,..,370.5,0.0,..,..,..,2019
Nov019,Qantas Airways,Chile,"5,566",60.4,0.0,"5,300",2.3,2.0,2019
Nov019,Qantas Airways,China,"10,657",382.5,51.9,"10,577",779.2,22.4,2019
Nov019,Qantas Airways,Fiji,"2,809",0.2,0.0,"2,469",0.0,1.7,2019
Nov019,Qantas Airways,Hong Kong (SAR),"22,667","1,213.0",45.6,"23,216",749.3,33.2,2019
Nov019,Qantas Airways,Indonesia,"15,264",275.0,0.8,"14,557",87.8,1.3,2019
Nov019,Qantas Airways,Japan,"29,294",429.4,73.2,"29,347",209.4,66.0,2019
Nov019,Qantas Airways,New Caledonia,"3,254",1.1,0.1,"3,081",2.0,5.8,2019
Nov019,Qantas Airways,New Zealand,"74,670",610.1,1.5,"79,846","1,428.4",267.3,2019
Nov019,Qantas Airways,Papua New Guinea,"4,492",0.0,0.0,"3,920",5.5,5.9,2019
Nov019,Qantas Airways,Philippines,"5,931",146.6,0.0,"5,541",137.6,10.1,2019
Nov019,Qantas Airways,Singapore,"44,871","1,155.0",46.6,"42,375",993.3,168.5,2019
Nov019,Qantas Airways,South Africa,"6,331",171.5,1.5,"5,805",24.4,3.5,2019
Nov019,Qantas Airways,Thailand,"7,277",179.4,0.3,"6,871",88.7,22.6,2019
Nov019,Qantas Airways,UK,"10,816",203.6,14.3,"10,512",11.1,78.6,2019
Nov019,Qantas Airways,USA,"59,478","1,724.4",105.0,"55,405",251.5,245.3,2019
Nov019,Qatar Airways,Qatar,"46,588","1,359.9",82.3,"46,247","2,080.8",2.8,2019
Nov019,Royal Brunei Airlines,Brunei,"4,718",205.3,0.0,"5,418",257.8,0.0,2019
Nov019,Samoa Airways,Western Samoa,"1,688",0.0,0.0,"1,587",4.1,0.0,2019
Nov019,Scoot Tigerair,Singapore,"34,309",206.4,0.0,"35,686",95.9,0.0,2019
Nov019,Sichuan Airlines,China,"4,216",76.3,0.0,"5,085",126.6,0.0,2019
Nov019,Silk Air,Singapore,"6,348",18.0,0.0,"6,792",6.1,0.0,2019
Nov019,Singapore Airlines,New Zealand,"1,975",135.4,0.0,"1,082",542.7,0.0,2019
Nov019,Singapore Airlines,Singapore,"143,843","7,947.6",336.8,"145,384","8,219.7",0.0,2019
Nov019,Solomon Airlines,Solomon Islands,"1,865",5.3,0.0,"1,693",31.4,0.0,2019
Nov019,South African Airways,South Africa,"4,431",80.0,0.0,"4,712",228.4,0.0,2019
Nov019,SriLankan Airlines,Sri Lanka,"7,475",255.8,0.1,"7,114",316.7,0.0,2019
Nov019,Tasman Cargo Airlines,New Zealand,..,564.5,0.0,..,721.7,0.0,2019
Nov019,Thai AirAsia X,Thailand,"2,723",38.5,0.0,"2,780",9.1,0.0,2019
Nov019,Thai Airways International,Thailand,"35,357","1,184.0",62.7,"40,097","1,370.7",3.4,2019
Nov019,Tianjin Airlines,China,"3,032",197.9,0.0,"3,859",179.6,0.0,2019
Nov019,United Airlines,USA,"22,971",498.9,187.4,"21,004","1,041.7",0.0,2019
Nov019,United Parcel Service,China,..,..,..,..,177.0,0.0,2019
Nov019,United Parcel Service,Korea,..,..,..,..,82.7,0.0,2019
Nov019,United Parcel Service,Singapore,..,..,..,..,291.3,0.0,2019
